Product_ID,Product Name,Category,Brand,Source,Price (INR),Product Description,Specifications & Warranty,Source URL
Hlth-01,Complan Nutrition & Health Drink Chocolate 1kg,Health Drinks / Food,Complan,Amazon India,479,Milk-based powder supplement for school-aged children with 51.9% milk solids and 34 vital nutrients claiming 2x faster growth and memory support.,"Weight: 1kg | Key Nutrients: Milk Solids 51.9%, 34 Vital Nutrients incl. DHA, Vitamins A, C, D | Sugar per 100g: 26.8g | FSSAI Certified | Shelf Life: 12 months",https://www.amazon.in/Complan-Refill-1-kg-Chocolate/dp/B00I4S8M82?th=1
Hlth-02,Bournvita Chocolate Health Drink 1kg Refill,Health Drinks / Food,Cadbury Bournvita,Flipkart,430,"Malted chocolate nutrition drink for active children with cereal extract, Vitamins B2, B9, D, calcium, and iron for bone and brain development.","Weight: 1kg | Key Ingredients: Cereal Extract 51%, Sugar, Cocoa Powder, Vitamins B2/B9/D, Calcium, Iron | FSSAI Certified | No Artificial Preservatives",https://www.flipkart.com/bournvita-chocolate-health-drink-1kg-pouch/p/itm15473d5aae00f
Hlth-03,Abbott Ensure Adult Nutrition Powder 400g Vanilla,Health Drinks / Food,Abbott Ensure,Amazon India,615,"Complete balanced adult nutritional supplement with HMB, 32 vital nutrients, and high-quality whey/soy protein for clinically proven muscle strength improvement in 8 weeks.","Weight: 400g | Key Nutrients: HMB (1.5g/serve), 32 Vitamins & Minerals, Whey + Soy Protein | Calories: 220 kcal/serve | Protein: 9g/serve | Suitable: Adults 18+",https://www.amazon.in/Ensure-Complete-Balanced-Nutrition-Strength/dp/B09TB9JKTG?th=1
Hlth-04,GlaxoSmithKline Horlicks Original Malt 1kg,Health Drinks / Food,Horlicks,Amazon India,440,"Traditional malted milk beverage with wheat flour, malted barley, and 23 vital nutrients claiming clinically proven growth for kids – taller, stronger, sharper.","Weight: 1kg | Key Ingredients: Wheat Flour, Malted Barley, Milk Solids, Sugar, 23 Vitamins & Minerals incl. Calcium, Iron, Zinc, Vitamin D | FSSAI Certified",https://www.amazon.in/Horlicks-Nutrition-Supports-Immunity-Holistic/dp/B0BT1JT8BR?th=1
Hlth-05,Amul High Protein Plain Lassi 200ml,Health Drinks / Food,Amul,BigBasket,15,"Ready-to-drink probiotic dairy beverage with 15g milk protein per pack, zero added sugar, and live cultures for gut and immunity support.",Volume: 200ml | Protein: 15g | Sugar: Zero Added (contains natural lactose) | Sweetener: Artificial Sweeteners Present | Calories: ~100 kcal | Live Cultures | Refrigerated Shelf Life: 15 days,https://www.bigbasket.com/pd/323767/amul-lassi-200-ml-carton/
Hlth-06,Yoga Bar Unsweetened Peanut Butter Crunchy 1kg,Health Drinks / Food,Yoga Bar,Amazon India,325,"100% roasted peanut butter with zero added sugar, no emulsifiers, and no hydrogenated fats. High protein, no palm oil, suitable for weight management.","Weight: 1kg | Ingredients: 100% Roasted Peanuts | Protein: ~25g/100g | Free From: Added Sugar, Emulsifiers, Hydrogenated Fats, Palm Oil | Non-GMO | Shelf Life: 6 months",https://www.amazon.in/Yogabar-Crunchy-Peanut-Butter-Protein/dp/B0977BZFLF
Hlth-07,Abbott PediaSure Premium Nutrition 400g Chocolate,Health Drinks / Food,Abbott PediaSure,Flipkart,720,"Pediatrician-recommended complete nutrition powder for picky eaters with 37 vital nutrients, Arginine, Vitamin K2 for visible growth in 90 days.","Weight: 400g | Key Nutrients: 37 Vitamins & Minerals, Arginine, Vitamin K2, Calcium, Selenium | Calories: 100 kcal/serve | Contains Maltodextrin & Sugar | Clinically Tested",https://www.amazon.in/PediaSure-Health-Nutrition-Powder-Growth/dp/B00IFWDZHA
Hlth-08,Protinex Tasty Chocolate Nutrition Drink 400g,Health Drinks / Food,Protinex,Amazon India,650,"High-protein adult nutritional powder with peanut protein hydrolysate base, 34% higher protein than regular supplements, vitamins, and iron for fatigue reduction.","Weight: 400g | Protein: 34% More than Regular | Base: Peanut Protein Hydrolysate | Key Nutrients: Iron, Vitamins B1, B2, B6, B12, D | Sugar Content: Moderate",https://www.amazon.in/Protinex-400-g-Tasty-Chocolate/dp/B01MS489AE?th=1
Hlth-09,Saffola FITTIFY Rolled Oats 1kg Plain,Health Drinks / Food,Saffola,Flipkart,219,"100% natural whole rolled oats rich in dietary fibre and Beta-Glucan for managing cholesterol, blood sugar, and body weight. Gluten-tested.","Weight: 1kg | Type: 100% Natural Rolled Oats | Key Nutrient: Beta-Glucan (soluble fibre) | Free From: Added Flavours, Preservatives | FSSAI Certified | Gluten-Tested",https://www.flipkart.com/saffola-instant-rolled-oats-1kg-300g-soft-creamy-protein-iron-fibre-pouch/p/itm6633871e232b2
Hlth-10,Dabur Honey 100% Pure NMR Tested 1kg Squeeze Bottle,Health Drinks / Food,Dabur,Amazon India,392,"1kg pure honey in a squeeze bottle, NMR-tested for purity verification, rich in natural antioxidants and enzymes. Claims zero added sugar and immunity boost.","Weight: 1kg | Format: Squeeze Bottle | Purity Test: NMR (Nuclear Magnetic Resonance) Certified | Free From: Added Sugar, Additives | Natural Antioxidants | FSSAI Certified",https://www.amazon.in/Dabur-100-Pure-Honey-Extra/dp/B07H6NMLY9/ref=sr_1_2_in_f3_0o_fs_sspa?adgrpid=1316117023909683&dib=eyJ2IjoiMSJ9.bVRrqoMXEXyn3XxhbfucRqUwUsTvBZhf_Yq3f3lwzBuXEmM8go7MBZNlnRaQHHIY-rCPaJR1ptp2RlkV3XByTqBuoRtQ6TKXJmhjM-AUF_cayIowIvTgpZN_XtBGngV7PnTTkuXJsBAO2URbpVsqqs4nrxl3XU8f-_OdC_R8qhFEMcIyTRWvw5oa_FTTV72I8LWX50qJt__N58zLd6w6m3TxgHyxHHpt121egNHnRka7vj8v6ee1hjMhRh7sxJW5Ko3G7gx29Yj-O2IWM6ecxNwYdlVPiFL4eVSX6jic55Y.b8XBX_BnZSRlAXS_Pldjq--HDCPVA9RKa4s7xQRF1CY&dib_tag=se&hvadid=82257581323534&hvbmt=bb&hvdev=c&hvlocphy=158604&hvnetw=o&hvqmt=b&hvtargid=kwd-82258188398857%3Aloc-90&hydadcr=5871_2377703&keywords=honey%2B1kg%2Boffer%2Bdabur&mcid=a2b9d4c251c234dea9fb3cc61f5e701a&msclkid=d33d2a7c298e130f667040507a089488&qid=1781289866&sr=8-2-spons&aref=JqjQDsSAoe&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1
Hlth-11,Aashirvaad Atta with Multigrains 5kg,Health Drinks / Food,Aashirvaad,BigBasket,263,"Fortified multi-grain wheat flour blending wheat, soy, oats, maize, ragi, and chana for high dietary fibre, digestive health, and sustained energy.","Weight: 5kg | Grain Blend: Wheat 90.9%, Soy, Oats, Maize, Ragi, Chana | Fortified With: Iron, Folic Acid, Vitamin B12 | FSSAI Certified | No Preservatives",https://www.bigbasket.com/pd/126903/aashirvaad-atta-whole-wheat-5-kg-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Atta%252FGodihittu+-+Whole+Wheat
Hlth-12,Tata Tea Premium CTC Blend 1kg,Health Drinks / Food,Tata Tea,Flipkart,711,"Everyday household CTC black tea blend with large orthodox tea leaves for a rich, full-bodied cup. Claims natural immunity-boosting properties of tea polyphenols.","Weight: 1kg | Type: CTC + Orthodox Blend | Key Compounds: Polyphenols, Flavonoids, Catechins | Caffeine: Present | FSSAI Certified | No Artificial Additives",https://www.flipkart.com/tata-tea-premium-blend-pouch/p/itmfd2hzmszexc95
Hlth-13,Boost Sports & Nutrition Drink 1kg Chocolate,Health Drinks / Food,Boost,Amazon India,380,"Malted chocolate energy drink for active children with Malted Barley, Wheat, and Vitamins B1, B2, B6 claiming 3x more stamina through scientific formulation.","Weight: 1kg | Key Ingredients: Malted Barley, Wheat, Cocoa Solids, Sugar, Vitamins B1/B2/B6 | Energy: 387 kcal/100g | FSSAI Certified",https://www.amazon.in/Boost-Health-Energy-Sports-Nutrition/dp/B004W5SR4K?th=1
Hlth-14,MuscleBlaze Biozyme Whey Protein Isolate 1kg,Health Drinks / Food,MuscleBlaze,Flipkart,4999,"Premium whey protein isolate with Enhanced Absorption Formula (EAF) enzymes, clinically proven to deliver 50% higher protein absorption and reduce bloating.",Weight: 1kg | Protein: 27g/serve | Type: Whey Isolate | Technology: EAF (Enhanced Absorption Formula) | Calories: 120 kcal/serve | FSSAI & BSCG Certified | Sugar-Free,https://www.flipkart.com/muscleblaze-biozyme-whey-protein-isolate-rich-milk-chocolate-1-kg/p/itm47e7c4dd881f2
Hlth-15,Real Activ Orange 100% Juice No Added Sugar 1L,Health Drinks / Food,Real,BigBasket,112,"Tetra-pack 100% fruit juice with no added sugar, no preservatives (claimed), made from orange juice concentrate with pulp. Vitamin C enriched.",Volume: 1L | Type: 100% Orange Juice from Concentrate | Sugar: No Added Sugar (natural fruit sugars present) | Vitamin C Enriched | FSSAI Certified | Shelf Life: 6 months,https://www.bigbasket.com/pd/265910/real-activ-fruit-beverage-veggieorange-carrot-no-added-sugars-preservatives-1-l/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Fruit%252B+Beverage+-+Veggie%252COrange+%2526+Carrot+%252C+No+Added+Sugars+%2526+Preservatives
Hlth-16,Kellogg's Corn Flakes with Real Almonds 1000g,Health Drinks / Food,Kellogg's,Flipkart,675,"Ready-to-eat breakfast cereal with sliced real almonds, honey glaze, and malt extract, fortified with iron, vitamins B1, B2, B3, B6, B12, C, and D.","Weight: 1000g | Key Ingredients: Corn Grits, Sugar, Real Almond Slices 10%, Honey, Malt Extract | Fortified: Iron, Vitamins B+C+D | Zero Fat | FSSAI Certified",https://www.flipkart.com/kellogg-s-corn-flakes-real-almond-honey-1-kg-pouch/p/itm3c075e8bbd091
Hlth-17,Yakult Probiotic Fermented Milk Drink Pack of 5,Health Drinks / Food,Yakult,BigBasket,90,Fermented probiotic dairy shots with 6.5 billion Lactobacillus casei Shirota bacteria per bottle for improved gut digestion and enhanced immune function.,Pack: 5×65ml | Key Probiotic: Lactobacillus casei Shirota | Count: 6.5 Billion per bottle | Sugar: ~11.5g/bottle | Calories: 50 kcal/bottle | Refrigerated Required,https://www.bigbasket.com/pd/292620/yakult-probiotic-health-drink-325-ml-pouch/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Probiotic+Fermented+Milk+Drink
Hlth-18,Epigamia High Protein Greek Yogurt Strawberry 85g,Health Drinks / Food,Epigamia,BigBasket,55,"Strained Greek yogurt cup with real strawberry pieces, zero added sugar, and 3x more protein than regular dahi for gut immunity and active recovery.",Weight: 85g | Protein: ~10g/cup | Sugar: Zero Added | Contains: Live Active Cultures | Key Flavour: Real Strawberry Pieces | Calories: ~90 kcal | Refrigerated,https://www.bigbasket.com/pd/40046548/epigamia-greek-yogurt-strawberry-90-g-cup/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=2&t_s=Strawberry+Greek+Yogurt
Hlth-19,Lipton Pure Green Tea 100 Tea Bags,Health Drinks / Food,Lipton,Flipkart,446,Non-fermented green tea bags rich in natural catechins and antioxidants. Zero calories when consumed without milk or sugar. Claims metabolism-boosting fat-burn.,"Count: 100 Tea Bags | Type: 100% Non-Fermented Green Tea Leaves | Key Compounds: Catechins, EGCG, Antioxidants | Calories: Zero (without additives) | Caffeine: ~30mg/cup",https://www.flipkart.com/lipton-green-tea-pure-light-freshly-packed-pack-100-bags-bags-box/p/itmb33a5dce95e00
Hlth-20,Alpino Natural Peanut Butter Crunchy No Added Salt 1kg,Health Drinks / Food,Alpino,Flipkart,390,"Gym-grade unsweetened peanut butter made purely from 100% roasted peanuts with zero added salt, no hydrogenated oils, and no preservatives.","Weight: 1kg | Ingredients: 100% Roasted Peanuts | Protein: ~24g/100g | Free From: Added Salt, Sugar, Hydrogenated Oils, Preservatives | Non-GMO | Vegan | Clean Label",https://www.flipkart.com/alpino-natural-peanut-butter-crunch-unsweetened-1-kg/p/itma84f469f06033
Hlth-21,Nescafe Classic Instant Coffee 100g Glass Jar,Health Drinks / Food,Nescafé,Amazon India,409,"Pure soluble instant coffee from 100% Robusta and Arabica beans blend with rich complex aroma, no artificial flavours or preservatives.",Weight: 100g | Type: 100% Pure Instant Coffee Powder | Bean Blend: Robusta + Arabica | Caffeine: ~65mg/cup | No Artificial Flavours | No Preservatives | FSSAI Certified,https://www.amazon.in/Nescaf%C3%A9-Classic-Coffee-100g-Glass/dp/B00VK0FTP0
Hlth-22,Britannia NutriChoice Digestive Zero Sugar Biscuits 366g,Health Drinks / Food,Britannia,Flipkart,95,"High-fibre baked digestive biscuits with whole wheat and wheat bran, using Maltitol as sweetener. Zero added sugar, suitable for diabetic snacking.","Weight: 366g | Key Ingredients: Whole Wheat Flour 40%, Vegetable Oil, Wheat Bran 4.5%, Maltitol (sweetener) | Free From: Added Sugar | High Dietary Fibre | FSSAI Certified",https://www.flipkart.com/britannia-nutri-choice-digestive-zero-sugar-free-high-fiber-biscotti-biscuit/p/itm08497466fc4f7
Hlth-23,Dabur Chyawanprash 2X Immunity 1kg,Health Drinks / Food,Dabur,Amazon India,493,"Traditional Ayurvedic immunity-boosting formulation with 40+ herbs including Amla (Vitamin C), Ashwagandha, Shatavari, and Giloy for strength and vitality.","Weight: 1kg | Key Herbs: Amla (Vit C), Ashwagandha, Giloy, Shatavari, Brahmi | 40+ Herbs & Minerals | Sugar & Sugar-Free variants | AYUSH Ministry Certified | FSSAI Certified",https://www.amazon.in/Dabur-Chyawanprash-2X-Immunity-1kg/dp/B08GC2FYZ3
Hlth-24,Quaker Oats Plain Rolled 2kg,Health Drinks / Food,Quaker,BigBasket,320,"Plain rolled oats with 100% whole grain goodness, rich in Beta-Glucan soluble fibre, clinically proven to reduce bad cholesterol and manage blood sugar.","Weight: 2kg | Type: 100% Whole Grain Rolled Oats | Key Nutrient: Beta-Glucan Soluble Fibre | Free From: Added Sugar, Salt, Artificial Additives | Gluten-Free Oats | FSSAI Certified",https://www.bigbasket.com/pd/40091105/quaker-rolled-oats-rich-in-protein-nutritious-easy-to-cook-2-kg/?nc=cl-prod-list&t_pos_sec=1&t_pos_item=1&t_s=Rolled+Oats
Hlth-25,Hershey's Chocolate Syrup Fat-Free 600g,Health Drinks / Food,Hershey's,Amazon India,192,"Fluid chocolate drizzle sauce for desserts and beverages made with cocoa powder, sugar, and xanthan gum. Claims genuine chocolate flavour and zero fat content.","Weight: 600g | Key Ingredients: Liquid Sugar, Water, Cocoa Powder (2%), Xanthan Gum, Natural Flavour | Fat: 0g per 2 tbsp serving | Sugar per serving: 11g | FSSAI Certified",https://www.amazon.in/Hersheys-Chocolate-Syrup-623g/dp/B00KX0I112?th=1
Sust-01,The Tribe Concepts Shampoo Powder 150g Zero Waste,Sustainable Products,The Tribe Concepts,Myntra,519,"Powdered herbal shampoo with Shikakai, Organic Soapberries, Fenugreek, Amla, and Hibiscus sourced from tribal forests. Zero-waste plastic-free packaging.","Weight: 150g | Key Ingredients: Shikakai, Organic Soapberries, Fenugreek, Amla, Hibiscus | Packaging: 100% Plastic-Free Paper | Free From: Sulphates, Parabens, Silicones | Cruelty-Free",https://www.myntra.com/shampoo/the-tribe-concepts/the-tribe-concepts-shampoo-powder/19877942/buy
Sust-02,EcoLink Bamboo Toothbrush Pack of 4 Charcoal Bristles,Sustainable Products,EcoLink,Amazon India,199,Eco-friendly manual toothbrush set with natural Moso bamboo handles and charcoal-infused nylon bristles designed to biodegrade and replace plastic.,Pack: 4 Toothbrushes | Handle: 100% Natural Moso Bamboo | Bristles: Charcoal-Infused Nylon (BPA-Free) | Packaging: Recycled Paper | Certifications: FSC Bamboo,https://www.amazon.in/Friendly-Toothbrush-Bristle-Charcoal-Sustainable/dp/B0GPZ6GWSY
Sust-03,Beco Bamboo Kitchen Towels 3 Rolls 60 Sheets Each,Sustainable Products,Beco,Flipkart,153,"Reusable kitchen wipes made from 100% organic bamboo fibre pulp. Each sheet replaces up to 60 paper towels, washable 100 times, fully compostable.","Pack: 2 Rolls | Sheets per Roll: 60 | Material: 100% Organic Bamboo Fibre Pulp | Reusable: Up to 100 washes per sheet | Compostable | Free From: Bleach, Dyes",https://www.flipkart.com/beco-bamboo-kitchen-towel-ecofriendly-tissue-rolls-60-pulls-each-pack-4/p/itmccb87f9b8c145
Sust-04,Organic India Tulsi Original Green Tea 25 Bags,Sustainable Products,Organic India,Amazon India,217,USDA Organic certified herbal tea with fresh Tulsi and Organic Green Tea leaves grown using biodynamic agriculture. Claims immunity boost and stress relief.,"Count: 25 Tea Bags | Key Ingredients: Organic Tulsi (Holy Basil), Organic Green Tea | Certifications: USDA Organic, FSSAI Organic | Free From: Artificial Flavours | Biodynamic Farming",https://www.amazon.in/Organic-India-Tulsi-Green-Bags/dp/B00AHUER16
Sust-05,Sirona Biodegradable Sanitary Pads XL Pack of 10,Sustainable Products,Sirona,Nykaa,139,"Feminine hygiene pads made from Bamboo fibre and Corn starch, completely biodegradable, chlorine-free, and rash-free for sensitive skin.","Pack: 10 Pads (XL) | Material: Bamboo Fibre Core + Corn Starch Outer | Free From: Chlorine, Dioxins, Synthetic Fragrances | Hypoallergenic | Biodegradable Time: ~2 years vs 500 for plastic",https://www.nykaa.com/sirona-cottony-soft-rash-free-sanitary-pads-for-women-pack-of-10-xl-size-highly-absorbency/p/6993346?productId=6993346&pps=6
Sust-06,Bare Necessities Zero Waste Handwash Powder Refill 25g,Sustainable Products,Bare Necessities,Brand Website,190,"Zero-waste dry concentrate handwash that mixes with water at home. Coconut-derived surfactants, essential oils, and no plastic bottle waste.","Weight: 25g (makes 250ml liquid) | Surfactants: Coconut-Derived | Key EOs: Tea Tree, Lavender | Packaging: Compostable Paper Sachet | Carbon Neutral Shipping | Cruelty-Free & Vegan",https://barenecessities.in/products/handwash-powder-zerowaste-refill-packs?variant=44174360314102
Sust-07,Coirfit Eco-Lux 5-inch Rubberized Coir Mattress Queen,Sustainable Products,Coirfit,Amazon India,9357,"Natural coconut coir mattress with rubberized coir core and organic cotton quilting. 100% biodegradable construction, toxin-free, and eco-certified.","Size: Queen (60""×78"") | Thickness: 5 inch | Core: Natural Rubberized Coir | Cover: Organic Cotton Quilting | Free From: Synthetic Foam, Chemical Fire Retardants | Eco Certified",https://www.amazon.in/Coirfit-Rubberised-Mattress-Off-White-75x60x5/dp/B010DUFZ06?th=1
Sust-08,Earthy Sapo Neem & Coconut Oil Laundry Bar 150g,Sustainable Products,Earthy Sapo,Brand Website,225,"Cold-processed artisanal soap laundry bar with saponified Coconut Oil, Neem Oil, Reetha, and Lemon Oil. Zero synthetic detergents, greywater-safe.","Weight: 150g | Method: Cold-Process Saponification | Key Oils: Coconut Oil, Neem Oil, Reetha, Lemon EO | Free From: Synthetic Detergents, Phosphates, SLS | Biodegradable | Greywater Safe",https://earthysapo.com/collections/on-sale/products/neem-special-cleansing-anti-infective-bathing-soap-100g?variant=53192784937326
Sust-09,SoulTree Certified Natural Ayurvedic Mascara 6g,Sustainable Products,SoulTree,Amazon India,1595,"Natural eye mascara with Black Seed Oil, Organic Castor Oil, Damask Rose, and natural carbon black. BDIH Germany certified natural cosmetic.","Weight: 6g | Key Ingredients: Black Seed Oil, Organic Castor Oil, Damask Rose Extract, Natural Carbon Black | Certification: BDIH Germany | Free From: Synthetic Polymers, Parabens | Cruelty-Free",https://www.amazon.in/SoulTree-Ayurvedic-Mascara-Black-Colour/dp/B07GJJLQL1?th=1
Sust-10,Phool Co Natural Incense Sticks from Temple Flowers Pack of 40,Sustainable Products,Phool,Brand Website,245,Charcoal-free incense sticks made from upcycled temple flowers collected from holy rivers. Natural essential oils and zero toxic charcoal binding.,"Pack: 40 Sticks | Material: Upcycled Temple Flowers, Natural Essential Oils | Free From: Charcoal, Synthetic Binders, Toxic Chemicals | Social Impact: Employs Women Artisans | Patented Process",https://phool.co/collections/refill-packs/products/phool-natural-incense-sticks-refill-pack-white-cedar
Sust-11,Sunflowers Biodegradable Eco-Friendly Phone Case,Sustainable Products,A Green Co.,Brown Living,899,"Phone case made from wheat straw, offering durable smartphone protection while being fully biodegradable and compostable at end of life.","Material: Wheat Straw | ASTM-D6400 Certified | Compatible with Wireless Charging | Shelf Life: 730 Days | Packaging: Recycled Paper Shreddings, 100% Plastic-Free",https://brownliving.in/products/sunflowers-biodegradable-eco-friendly-phone-case-mobile-cover?variant=41642632872111
Sust-12,Almitra Sustain Organic Neem Wood Comb Wide Tooth,Sustainable Products,Almitra Sustain,Brand Website,250,"Wide-tooth hair comb crafted from scrap neem timber, naturally anti-fungal and anti-bacterial. Unvarnished finish, biodegradable alternative to plastic.","Material: 100% Natural Neem Wood (scrap timber) | Finish: Unvarnished Natural Polish | Type: Wide Tooth | Biodegradable | Free From: Chemical Coating, Plastic | Handcrafted",https://almitrasustainables.com/products/neem-wood-hair-comb-handle?_pos=2&_sid=48c3561ac&_ss=r
Sust-13,Rusabl Stainless Steel Drinking Straws Set of 4 with Brush,Sustainable Products,Rusabl,Amazon India,202,"Set of 4 food-grade 304 stainless steel reusable straws with cleaning brush, designed as a zero-waste alternative to single-use plastic straws.",Pack: 4 Straws + 1 Cleaning Brush | Material: 304 Food-Grade Stainless Steel | BPA-Free | Dishwasher Safe | Width: 6mm | Length: 21.5cm | Rust-Resistant | Reusable: Lifetime,https://www.amazon.in/Minimo-Reusable-Stainless-Steel-Straws/dp/B07KQYD7C1?th=1
Sust-14,True Frog Anti-Dandruff Black Pepper Shampoo 250ml,Sustainable Products,True Frog,Amazon India,478,"Eco-conscious therapeutic shampoo with Black Pepper and Inga Alba bark extracts. PEG-free, 100% biodegradable active matrix. Vegan & cruelty-free certified.","Volume: 250ml | Key Actives: Black Pepper Extract, Inga Alba Bark Extract | Free From: PEG, Parabens, Sulphates, Silicones | 100% Biodegradable Matrix | Vegan & Cruelty-Free | PETA Certified",https://www.amazon.in/TRue-FRoG-Dandruff-Sulphate-Straight/dp/B08M3SLP6G?th=1
Sust-15,Carmesi Eco-Friendly Sanitary Disposal Bags Pack of 30,Sustainable Products,Carmesi,Nykaa,331,"Oxo-biodegradable sanitary waste disposal bags made from recyclable Kraft paper. Tamper-proof, leak-proof, and 100% eco-certified for responsible disposal.","Pack: 30 Bags | Material: Recycled Kraft Paper | Degradation: Oxo-Biodegradable | Leak-Proof: Yes | Tamper-Proof: Yes | Free From: Plastic Film, Toxins | FSSAI Eco Certified",https://www.nykaa.com/carmesi-sensitive-sanitary-pads-for-rash-free-periods-xl-30-pcs/p/1003554?productId=1003554&pps=1
Sust-16,Ecoware Sugarcane Bagasse Biodegradable Plates 11-inch Pack of 50,Sustainable Products,Ecoware,Brand Website,390,"Compostable disposable plates pressed from 100% sugarcane bagasse (agricultural waste), CPCB certified, composting in 90 days.","Pack: 50 Plates | Size: 10-inch Round | Material: 100% Sugarcane Bagasse (Pulp) | Composting Time: ~90 days in soil | CPCB Certified | Free From: Plastic, Styrofoam | Microwave Safe",https://www.ecoware.in/products/11-inch-round-plate?_pos=1&_sid=727a1d9af&_ss=r&variant=45106493849777
Sust-17,Bamboo Cotton Ear Swabs,Sustainable Products,ONEarth,Brown Living,149,"Eco-friendly ear swabs made with bamboo sticks and cotton tips, offering a sustainable alternative to plastic earbuds.",Pack Size: 80 Buds | Stick Material: Bamboo | Tip Material: Cotton | Packaging: Recycled Paper Cardboard Box & Paper Tape | Shelf Life: 365 Days,https://brownliving.in/products/bamboo-cotton-ear-swabs-1?_pos=1&_fid=6e2b140f8&_ss=c
Sust-18,Koparo Plant-Based Dish Wash Liquid Lime 750ml,Sustainable Products,Koparo,Amazon India,134,"Non-toxic plant-based dishwash liquid derived from coconut oil and citrus peels with Lime EO. Safe for baby bottles, no synthetic dyes, phosphate-free.","Volume: 750ml | Surfactants: 100% Coconut Oil-Derived | Key EO: Lime Essential Oil | Free From: Synthetic Dyes, Phosphates, Chlorine, SLS | Biodegradable | Safe for Baby Bottles",https://www.amazon.in/Koparo-Organic-Dishwash-Fragrance-Eco-Friendly/dp/B08FR64SSH?ref_=ast_sto_dp
Sust-19,Visakha 100% Organic Cotton Canvas Tote Bag 15x16 inch,Sustainable Products,Visakha,Flipkart,150,"Unbleached 100% certified organic cotton canvas tote bag with reinforced box stitching. Washable, infinitely reusable, replaces hundreds of plastic bags.",Size: 15×16 inches | Material: 100% Unbleached Organic Cotton Canvas | Certification: GOTS (Global Organic Textile Standard) | Handle: 22-inch Cotton Rope | Washable: Machine Washable,https://www.flipkart.com/visakha-organic-cotton-tote-bag/p/itm4012cde
Sust-20,Unifosity Compostable Corn Starch Trash Bags Medium ,Sustainable Products,Unifosity,Amazon India,134,"Household trash bags made from Corn starch blended Poly-Lactic Acid (PLA). Certified compostable, zero plastic traces, and biodegrades cleanly into humus.","Pack: 17"" x 19"" | Material: Corn Starch + PLA (Poly-Lactic Acid) | Certification: OK Compost Home Certified | Degradation: 180 days in composting conditions | Free From: Conventional Plastic",https://www.amazon.in/Unifosity-Green-Compostable-Starch-Garbage/dp/B0GY4FMBXN
Sust-21,Neeman's ReRelish Eco Sneakers Recycled PET Bottle,Sustainable Products,Neeman's,Brand Website,3199,"India's first casual lifestyle sneaker with upper made from 100% recycled PET bottles, natural rubber sole, and castor bean oil insole. Eco-certified footwear.",Upper: 100% Recycled PET Bottle Fabric | Sole: Natural Rubber | Insole: Castor Bean Oil-Based | Each Pair: Uses 7 Recycled PET Bottles | Available: Sizes 6–11 | Certification: GRS (Global Recycled Standard),https://neemans.com/products/duoform-sneakers-for-men-ecru
Sust-22,Organics Khadi Cotton Indigo Hand-Woven Shirt,Sustainable Products,Organics,Brand Website,1200,Traditional hand-spun Khadi cotton casual shirt dyed with organic vegetable indigo. Zero carbon footprint hand-weaving and solar-powered Khadi production.,Material: 100% Hand-Spun Khadi Cotton | Dye: Organic Vegetable Indigo | Process: Hand-Woven (No Electricity) | Certification: Khadi India Certified | Available: S–XXL | Care: Hand Wash Only,https://www.organicssite.com/product-page/white-short-khadi-kurta-for-men
Sust-23,Satopradhan Natural Bioenzyme Toilet Cleaner 750ml/1.9L,Sustainable Products,Satopradhan,Brand Website,195,"Plant-enzyme based toilet and surface cleaner with temple flower extracts, zero harsh chemicals, and 100% biodegradable formula safe for septic systems.","Volume: 750ml/1.9L | Bio-Enzymes, Citric Acid, Acetic Acid, Essential Oils | Shelf Life: 9 Months | NABL Tested | Free From HCL, Bleach, Ammonia, Phosphates & Synthetic Fragrances | Upcycled Packaging",https://satopradhan.com/products/eco-friendly-toilet-cleaner
Sust-24,Beco Bamboo Toilet Paper 3-Ply Pack of 4 Rolls,Sustainable Products,Beco,Amazon India,299,"Soft 3-ply toilet paper rolls made from 100% organic bamboo fibre. FSC-certified bamboo, plastic-free packaging, fragrance-free, and 100% biodegradable.","Pack: 4 Rolls (220 Sheets/roll) | Material: 100% Organic Bamboo Fibre | Ply: 3-Ply Soft | Certification: FSC Bamboo Certified | Packaging: 100% Plastic-Free Paper Wrap | Free From: Bleach, Fragrance",https://www.amazon.in/Beco-Bamboo-Natural-Unbleached-Eco-Friendly/dp/B07PGP9H8L?th=1
Sust-25,Bamboo Bath Towel for Adults (600 GSM),Sustainable Products,Kind of Earthy,Brown Living,729,"Bamboo fibre bath towel designed for superior absorbency, quick drying, and everyday comfort. Soft, breathable, and suitable for sensitive skin.",Material: Bamboo Fibre | Size: 140 × 70 cm | GSM: 600 | Weight: 300g | Packaging: Kraft Paper Bag | Hypoallergenic | Quick Dry,https://brownliving.in/products/bamboo-bath-towel-for-adults-600-gsm-absorbent-quick-dry-light
